datetime,role_1_x,role_1_y,role_2_x,role_2_y,role_3_x,role_3_y,role_4_x,role_4_y,role_5_x,role_5_y,role_6_x,role_6_y,role_7_x,role_7_y,role_8_x,role_8_y,role_9_x,role_9_y,role_10_x,role_10_y
2020-01-01 19:09:28,-964.1000000000004,-1845.5,-1233.1000000000004,-681.5,1292.8999999999996,-85.5,266.89999999999964,-1043.5,1488.8999999999996,882.5,168.89999999999964,286.5,-1288.1000000000004,504.5,-818.1000000000004,1677.5,650.8999999999996,2086.5,434.89999999999964,-1781.5
2020-01-01 19:09:29,-944.1999999999998,-1829.0,-1192.1999999999998,-534.0,1492.8000000000002,837.0,288.8000000000002,-976.0,1186.8000000000002,-141.0,173.80000000000018,150.0,-1319.1999999999998,445.0,-760.1999999999998,1645.0,642.8000000000002,2087.0,430.8000000000002,-1684.0
2020-01-01 19:09:30,-892.8999999999996,-1805.5,-1141.8999999999996,-428.5,1449.1000000000004,788.5,290.10000000000036,-952.5,1135.1000000000004,-148.5,180.10000000000036,115.5,-1319.8999999999996,408.5,-729.8999999999996,1618.5,605.1000000000004,2048.5,425.10000000000036,-1644.5
2020-01-01 19:09:31,-833.8999999999996,-1820.0,-1101.8999999999996,-437.0,1258.1000000000004,-93.0,276.10000000000036,-955.0,1358.1000000000004,725.0,244.10000000000036,183.0,-1291.8999999999996,394.0,-807.8999999999996,1700.0,490.10000000000036,2010.0,409.10000000000036,-1707.0
2020-01-01 19:09:32,-846.3999999999996,-1847.1,-1047.3999999999996,-470.0999999999999,1344.6000000000004,-45.09999999999991,226.60000000000036,-979.0999999999999,1303.6000000000004,746.9000000000001,322.60000000000036,248.9000000000001,-1269.3999999999996,401.9000000000001,-825.3999999999996,1759.9,393.60000000000036,2008.9,397.60000000000036,-1825.1
2020-01-01 19:09:33,-918.0,-1827.6999999999998,-1019.0,-501.6999999999998,1338.0,-54.69999999999982,189.0,-981.6999999999998,1358.0,838.3000000000002,344.0,300.3000000000002,-1265.0,425.3000000000002,-738.0,1740.3000000000002,315.0,2018.3000000000002,396.0,-1956.6999999999998
2020-01-01 19:09:34,-985.3999999999996,-1761.9,-1006.3999999999996,-489.9000000000001,1339.6000000000004,-139.9000000000001,153.60000000000036,-974.9000000000001,1432.6000000000004,949.0999999999999,309.60000000000036,432.0999999999999,-1298.3999999999996,428.0999999999999,-570.3999999999996,1604.1,235.60000000000036,2037.1,389.60000000000036,-2083.9
2020-01-01 19:09:35,-1029.6999999999998,-1696.6999999999998,-1019.6999999999998,-455.6999999999998,1370.3000000000002,-217.69999999999982,103.30000000000018,-969.6999999999998,1447.3000000000002,1054.3000000000002,281.3000000000002,584.3000000000002,-1333.6999999999998,402.3000000000002,-329.6999999999998,1440.3000000000002,147.30000000000018,2058.3,363.3000000000002,-2199.7
2020-01-01 19:09:36,-1035.1000000000004,-1721.6,-1025.1000000000004,-463.5999999999999,1413.8999999999996,-232.5999999999999,54.899999999999636,-951.5999999999999,1487.8999999999996,1121.4,303.89999999999964,567.4000000000001,-1316.1000000000004,376.4000000000001,-349.10000000000036,1478.4,102.89999999999964,2076.4,361.89999999999964,-2250.6
2020-01-01 19:09:37,-985.3000000000002,-1820.0,-1013.3000000000002,-560.0,1422.6999999999998,-207.0,122.69999999999982,-977.0,1521.6999999999998,1181.0,278.6999999999998,515.0,-1261.3000000000002,361.0,-552.3000000000002,1566.0,91.69999999999982,2127.0,374.6999999999998,-2186.0
